MatchID,GameID,Pistol Winner TeamID,Pistol Winner Team,Pistol Winner Side,Pistol Loser TeamID,Pistol Loser Team,Pistol Loser Side,Decision,Round 2 Winner,Round 3 Winner,Round 4 Winner,Round 5 Winner
684613,270746,1034,NRG,attack,13581,XLG,defense,eco,XLG,NRG,NRG,NRG
684613,270747,13581,XLG,defense,1034,NRG,attack,eco,XLG,XLG,XLG,XLG
684610,270737,11981,VIT,defense,2059,DRG,attack,force,VIT,VIT,VIT,DRG
684610,270738,11981,VIT,defense,2059,DRG,attack,eco,VIT,VIT,VIT,VIT
684611,270740,1184,FUT,attack,4050,FS,defense,eco,FUT,FS,FS,FUT
684611,270741,1184,FUT,attack,4050,FS,defense,force,FS,FS,FUT,FUT
684612,270743,2359,GE,attack,918,LEV,defense,eco,GE,GE,GE,GE
684612,270744,918,LEV,defense,2359,GE,attack,eco,LEV,GE,LEV,LEV
684612,270745,918,LEV,defense,2359,GE,attack,eco,LEV,GE,GE,GE
684614,270749,1184,FUT,attack,2059,VIT,defense,force,VIT,VIT,FUT,VIT
684614,270750,1184,FUT,attack,2059,VIT,defense,eco,FUT,FUT,FUT,VIT
684614,270751,1184,FUT,attack,2059,VIT,defense,force,FUT,FUT,VIT,VIT
684615,270752,2359,LEV,attack,1034,NRG,defense,eco,LEV,LEV,LEV,NRG
684615,270753,1034,NRG,defense,2359,LEV,attack,force,NRG,LEV,LEV,LEV
684615,270754,1034,NRG,defense,2359,LEV,attack,eco,NRG,LEV,LEV,LEV
684616,270755,11981,DRG,defense,13581,XLG,attack,force,XLG,XLG,DRG,DRG
684616,270756,11981,DRG,defense,13581,XLG,attack,eco,DRG,DRG,XLG,XLG
684616,270757,13581,XLG,attack,11981,DRG,defense,eco,XLG,XLG,DRG,XLG
684617,270758,918,GE,defense,4050,FS,attack,eco,GE,GE,GE,FS
684617,270759,4050,FS,attack,918,GE,defense,eco,FS,GE,GE,GE
684617,270760,918,GE,defense,4050,FS,attack,eco,GE,GE,GE,GE
684619,270764,1034,NRG,attack,1184,FUT,defense,eco,NRG,FUT,FUT,FUT
684619,270765,1184,FUT,defense,1034,NRG,attack,eco,FUT,NRG,FUT,NRG
684619,270766,1184,FUT,defense,1034,NRG,attack,eco,FUT,FUT,FUT,NRG
684618,270761,13581,XLG,attack,918,GE,defense,eco,XLG,GE,GE,GE
684618,270762,13581,XLG,attack,918,GE,defense,eco,XLG,GE,GE,GE
684618,270763,918,GE,defense,13581,XLG,attack,eco,GE,GE,XLG,XLG
670466,267804,2359,PRX,defense,624,LEV,attack,eco,PRX,LEV,PRX,PRX
670466,267805,624,LEV,attack,2359,PRX,defense,eco,LEV,PRX,LEV,PRX
670467,267807,1001,VIT,attack,2059,TH,defense,eco,VIT,VIT,VIT,TH
670467,267808,1001,VIT,attack,2059,TH,defense,eco,VIT,VIT,VIT,TH
670465,267801,1120,FUT,attack,1184,EDG,defense,eco,FUT,EDG,FUT,FUT
670465,267802,1120,FUT,attack,1184,EDG,defense,eco,FUT,EDG,FUT,FUT
670465,267803,1184,EDG,defense,1120,FUT,attack,eco,EDG,EDG,EDG,EDG
670464,267798,11058,XLG,attack,13581,G2,defense,eco,XLG,XLG,G2,XLG
670464,267799,11058,XLG,attack,13581,G2,defense,eco,XLG,XLG,G2,XLG
670464,267800,11058,XLG,attack,13581,G2,defense,eco,XLG,G2,XLG,G2
670473,267827,2359,LEV,defense,1001,TH,attack,eco,LEV,TH,LEV,TH
670473,267828,1001,TH,attack,2359,LEV,defense,eco,TH,LEV,LEV,LEV
670473,273204,2359,LEV,defense,1001,TH,attack,eco,LEV,TH,LEV,LEV
670472,267824,11058,FUT,attack,1184,G2,defense,eco,FUT,FUT,FUT,FUT
670472,267825,11058,FUT,attack,1184,G2,defense,eco,FUT,G2,G2,G2
670468,267810,13581,XLG,defense,1120,EDG,attack,eco,EDG,EDG,EDG,EDG
670468,267811,13581,XLG,defense,1120,EDG,attack,eco,XLG,EDG,XLG,EDG
670468,267812,13581,XLG,defense,1120,EDG,attack,eco,XLG,EDG,EDG,EDG
670469,267813,2059,PRX,defense,624,VIT,attack,eco,PRX,VIT,PRX,PRX
670469,267814,2059,PRX,defense,624,VIT,attack,eco,PRX,VIT,VIT,VIT
670469,267815,624,VIT,attack,2059,PRX,defense,eco,VIT,PRX,PRX,PRX
670475,267833,2359,XLG,defense,13581,LEV,attack,eco,XLG,LEV,LEV,LEV
670475,267834,13581,LEV,attack,2359,XLG,defense,eco,LEV,LEV,LEV,LEV
670474,267830,1184,FUT,attack,2059,VIT,defense,eco,FUT,VIT,FUT,VIT
670474,267831,2059,VIT,defense,1184,FUT,attack,eco,VIT,VIT,VIT,VIT
670470,267816,1120,PRX,attack,624,EDG,defense,eco,PRX,EDG,EDG,PRX
670470,267817,1120,PRX,attack,624,EDG,defense,eco,PRX,EDG,PRX,PRX
670470,267818,1120,PRX,attack,624,EDG,defense,eco,PRX,EDG,EDG,EDG
670476,267836,2059,VIT,defense,2359,LEV,attack,eco,VIT,VIT,LEV,LEV
670476,267837,2359,LEV,attack,2059,VIT,defense,eco,LEV,LEV,LEV,LEV
670477,267839,1120,LEV,attack,2359,EDG,defense,eco,LEV,EDG,EDG,LEV
670477,267840,2359,EDG,defense,1120,LEV,attack,eco,EDG,LEV,EDG,EDG
670477,267841,1120,LEV,attack,2359,EDG,defense,eco,LEV,LEV,EDG,LEV
670471,267819,624,PRX,defense,2359,LEV,attack,eco,PRX,PRX,PRX,PRX
670471,267820,624,PRX,defense,2359,LEV,attack,eco,PRX,LEV,PRX,LEV
670471,267821,624,PRX,defense,2359,LEV,attack,eco,PRX,LEV,LEV,LEV
670471,267822,2359,LEV,attack,624,PRX,defense,eco,PRX,PRX,PRX,PRX
670471,267823,2359,LEV,attack,624,PRX,defense,eco,LEV,PRX,LEV,LEV
645474,258575,2355,SEN,defense,2,KRÜ,attack,eco,KRÜ,KRÜ,SEN,KRÜ
645474,258576,2,KRÜ,attack,2355,SEN,defense,eco,KRÜ,KRÜ,SEN,SEN
645475,258578,11058,G2,defense,7386,MIBR,attack,eco,G2,MIBR,G2,G2
645475,258579,7386,MIBR,attack,11058,G2,defense,force,MIBR,MIBR,G2,G2
645476,258581,5248,100T,defense,120,EG,attack,eco,100T,100T,EG,100T
645476,258582,5248,100T,defense,120,EG,attack,eco,100T,100T,100T,EG
645477,258584,427,ENVY,defense,6961,LOUD,attack,eco,ENVY,LOUD,ENVY,ENVY
645477,258585,427,ENVY,defense,6961,LOUD,attack,eco,LOUD,LOUD,LOUD,ENVY
645477,258586,427,ENVY,defense,6961,LOUD,attack,eco,LOUD,LOUD,ENVY,LOUD
645478,258587,2359,LEV,attack,188,C9,defense,eco,LEV,LEV,LEV,C9
645478,258588,2359,LEV,attack,188,C9,defense,eco,LEV,LEV,LEV,LEV
645479,258590,1034,NRG,attack,2406,FUR,defense,force,NRG,FUR,FUR,FUR
645479,258591,1034,NRG,attack,2406,FUR,defense,eco,NRG,FUR,FUR,FUR
645480,258593,188,C9,defense,427,ENVY,attack,eco,C9,C9,C9,C9
645480,258594,188,C9,defense,427,ENVY,attack,eco,C9,ENVY,ENVY,ENVY
645480,258595,427,ENVY,attack,188,C9,defense,eco,ENVY,ENVY,ENVY,ENVY
645481,258596,5248,EG,attack,2406,FUR,defense,eco,EG,EG,EG,EG
645481,258597,2406,FUR,defense,5248,EG,attack,eco,FUR,FUR,EG,EG
645481,258598,2406,FUR,defense,5248,EG,attack,eco,FUR,FUR,FUR,EG
645482,258599,11058,G2,defense,2359,LEV,attack,eco,G2,LEV,G2,LEV
645482,258600,11058,G2,defense,2359,LEV,attack,eco,G2,LEV,LEV,LEV
645482,258601,2359,LEV,attack,11058,G2,defense,eco,LEV,LEV,LEV,G2
645483,258602,6961,LOUD,attack,7386,MIBR,defense,eco,LOUD,MIBR,MIBR,MIBR
645483,258603,7386,MIBR,defense,6961,LOUD,attack,eco,MIBR,MIBR,LOUD,MIBR
645484,258605,2355,KRÜ,attack,1034,NRG,defense,eco,KRÜ,NRG,NRG,NRG
645484,258606,2355,KRÜ,attack,1034,NRG,defense,eco,KRÜ,NRG,KRÜ,KRÜ
645485,258608,120,100T,defense,2,SEN,attack,force,SEN,SEN,SEN,100T
645485,258609,120,100T,defense,2,SEN,attack,eco,100T,SEN,100T,100T
645486,258611,427,ENVY,attack,2359,LEV,defense,eco,ENVY,LEV,LEV,LEV
645486,258612,2359,LEV,defense,427,ENVY,attack,eco,LEV,LEV,LEV,ENVY
645487,258614,6961,LOUD,attack,11058,G2,defense,eco,LOUD,LOUD,G2,G2
645487,258615,6961,LOUD,attack,11058,G2,defense,eco,LOUD,G2,G2,G2
645488,258617,2406,KRÜ,attack,2355,FUR,defense,eco,KRÜ,KRÜ,FUR,FUR
645488,258618,2406,KRÜ,attack,2355,FUR,defense,eco,KRÜ,KRÜ,KRÜ,FUR
645489,258620,120,100T,attack,1034,NRG,defense,eco,100T,100T,100T,100T
645489,258621,120,100T,attack,1034,NRG,defense,eco,100T,NRG,NRG,100T
645489,258622,1034,NRG,defense,120,100T,attack,eco,NRG,NRG,NRG,NRG
645490,258623,2,SEN,attack,5248,EG,defense,eco,SEN,EG,SEN,EG
645490,258624,5248,EG,defense,2,SEN,attack,eco,EG,SEN,SEN,EG
645491,258626,7386,MIBR,defense,188,C9,attack,eco,C9,C9,MIBR,C9
645491,258627,188,C9,attack,7386,MIBR,defense,eco,C9,MIBR,C9,C9
645492,258629,1034,NRG,attack,5248,EG,defense,eco,NRG,EG,NRG,NRG
645492,258630,1034,NRG,attack,5248,EG,defense,eco,NRG,NRG,NRG,EG
645493,258632,2359,LEV,defense,7386,MIBR,attack,eco,LEV,LEV,LEV,LEV
645493,258633,7386,MIBR,attack,2359,LEV,defense,eco,MIBR,LEV,LEV,LEV
645494,258635,2355,100T,attack,120,KRÜ,defense,eco,100T,100T,100T,100T
645494,258636,120,KRÜ,defense,2355,100T,attack,eco,KRÜ,100T,KRÜ,100T
645494,258637,2355,100T,attack,120,KRÜ,defense,eco,100T,KRÜ,100T,KRÜ
645495,258638,2406,FUR,defense,2,SEN,attack,eco,FUR,SEN,FUR,FUR
645495,258639,2,SEN,attack,2406,FUR,defense,eco,SEN,SEN,SEN,SEN
645495,258640,2,SEN,attack,2406,FUR,defense,eco,SEN,FUR,SEN,FUR
645496,258641,6961,LOUD,defense,188,C9,attack,eco,LOUD,LOUD,LOUD,LOUD
645496,258642,188,C9,attack,6961,LOUD,defense,eco,C9,C9,C9,LOUD
645496,258643,188,C9,attack,6961,LOUD,defense,eco,C9,LOUD,LOUD,LOUD
645497,258644,427,ENVY,attack,11058,G2,defense,eco,G2,G2,G2,G2
645497,258645,11058,G2,defense,427,ENVY,attack,eco,G2,G2,G2,G2
645498,258647,2355,EG,attack,5248,KRÜ,defense,eco,EG,KRÜ,EG,EG
645498,258648,5248,KRÜ,defense,2355,EG,attack,eco,KRÜ,EG,EG,EG
645498,258649,5248,KRÜ,defense,2355,EG,attack,eco,KRÜ,EG,EG,EG
645499,258650,2406,100T,attack,120,FUR,defense,eco,100T,FUR,100T,100T
645499,258651,2406,100T,attack,120,FUR,defense,eco,100T,FUR,FUR,FUR
645499,258652,120,FUR,defense,2406,100T,attack,eco,FUR,100T,100T,100T
645500,258653,11058,G2,defense,188,C9,attack,eco,G2,C9,G2,G2
645500,258654,11058,G2,defense,188,C9,attack,eco,G2,G2,G2,G2
645501,258656,427,ENVY,defense,7386,MIBR,attack,eco,ENVY,ENVY,ENVY,ENVY
645501,258657,427,ENVY,defense,7386,MIBR,attack,force,MIBR,ENVY,ENVY,ENVY
645502,258659,2359,LEV,attack,6961,LOUD,defense,force,LEV,LEV,LEV,LOUD
645502,258660,6961,LOUD,defense,2359,LEV,attack,eco,LEV,LEV,LEV,LOUD
645502,258661,2359,LEV,attack,6961,LOUD,defense,eco,LEV,LEV,LEV,LEV
645503,258662,2,SEN,defense,1034,NRG,attack,eco,SEN,NRG,NRG,NRG
645503,258663,2,SEN,defense,1034,NRG,attack,eco,SEN,SEN,SEN,NRG
645503,258664,2,SEN,defense,1034,NRG,attack,eco,SEN,NRG,SEN,NRG
660369,265422,2406,LEV,attack,2359,FUR,defense,eco,LEV,FUR,FUR,FUR
660369,265423,2359,FUR,defense,2406,LEV,attack,eco,FUR,LEV,LEV,FUR
660369,265424,2406,LEV,attack,2359,FUR,defense,force,LEV,LEV,LEV,LEV
660370,265425,11058,100T,attack,120,G2,defense,eco,100T,G2,G2,G2
660370,265426,120,G2,defense,11058,100T,attack,eco,G2,100T,G2,G2
660371,265428,2359,LEV,attack,7386,MIBR,defense,eco,LEV,LEV,LEV,MIBR
660371,265429,7386,MIBR,defense,2359,LEV,attack,eco,MIBR,MIBR,MIBR,MIBR
660371,265430,2359,LEV,attack,7386,MIBR,defense,eco,LEV,MIBR,LEV,MIBR
660372,265431,11058,G2,attack,2355,KRÜ,defense,eco,G2,KRÜ,KRÜ,KRÜ
660372,265432,2355,KRÜ,defense,11058,G2,attack,eco,KRÜ,G2,G2,KRÜ
660375,265442,1034,NRG,attack,2406,FUR,defense,eco,NRG,FUR,NRG,FUR
660375,265443,1034,NRG,attack,2406,FUR,defense,eco,NRG,FUR,NRG,NRG
660376,265445,120,100T,defense,6961,LOUD,attack,eco,100T,100T,100T,LOUD
660376,265446,6961,LOUD,attack,120,100T,defense,eco,LOUD,100T,100T,100T
660377,265448,2355,KRÜ,defense,1034,NRG,attack,eco,KRÜ,NRG,NRG,NRG
660377,265449,1034,NRG,attack,2355,KRÜ,defense,eco,NRG,NRG,NRG,NRG
660378,265451,120,100T,attack,7386,MIBR,defense,eco,100T,100T,MIBR,MIBR
660378,265452,120,100T,attack,7386,MIBR,defense,eco,100T,100T,100T,MIBR
660373,265434,11058,G2,attack,2359,LEV,defense,eco,G2,LEV,G2,LEV
660373,265435,2359,LEV,defense,11058,G2,attack,eco,LEV,G2,LEV,LEV
660373,265436,2359,LEV,defense,11058,G2,attack,eco,LEV,G2,G2,G2
660379,265454,1034,NRG,defense,120,100T,attack,eco,NRG,100T,100T,100T
660379,265455,1034,NRG,defense,120,100T,attack,eco,NRG,100T,NRG,NRG
660380,265457,11058,G2,defense,1034,NRG,attack,eco,G2,NRG,G2,G2
660380,265458,11058,G2,defense,1034,NRG,attack,eco,G2,NRG,NRG,NRG
660380,265459,1034,NRG,attack,11058,G2,defense,eco,NRG,G2,G2,G2
660380,265460,1034,NRG,attack,11058,G2,defense,eco,NRG,G2,G2,NRG
660380,265461,1034,NRG,attack,11058,G2,defense,eco,NRG,G2,G2,G2
660374,265437,11058,G2,attack,2359,LEV,defense,eco,LEV,LEV,LEV,LEV
660374,265438,11058,G2,attack,2359,LEV,defense,eco,G2,G2,LEV,G2
660374,265439,11058,G2,attack,2359,LEV,defense,eco,G2,G2,LEV,LEV
660374,265440,2359,LEV,defense,11058,G2,attack,eco,LEV,G2,G2,LEV
660374,265441,11058,G2,attack,2359,LEV,defense,eco,G2,G2,LEV,LEV
644709,258339,2593,EF,attack,6392,FNC,defense,eco,EF,EF,EF,EF
644709,258340,6392,FNC,defense,2593,EF,attack,eco,FNC,EF,EF,EF
644709,258341,6392,FNC,defense,2593,EF,attack,force,FNC,FNC,FNC,FNC
644710,258342,8877,TL,defense,474,KC,attack,eco,TL,TL,TL,KC
644710,258343,8877,TL,defense,474,KC,attack,eco,TL,TL,TL,KC
644711,258345,2059,VIT,defense,14419,GX,attack,eco,VIT,GX,GX,VIT
644711,258346,2059,VIT,defense,14419,GX,attack,eco,VIT,GX,VIT,GX
644712,258348,12694,M8,defense,1184,FUT,attack,eco,M8,M8,M8,FUT
644712,258349,1184,FUT,attack,12694,M8,defense,eco,FUT,M8,M8,M8
644712,258350,1184,FUT,attack,12694,M8,defense,eco,FUT,FUT,FUT,FUT
644713,258351,4915,TH,defense,1001,NAVI,attack,eco,TH,NAVI,TH,TH
644713,258352,1001,NAVI,attack,4915,TH,defense,eco,NAVI,TH,TH,TH
644713,258353,4915,TH,defense,1001,NAVI,attack,eco,TH,NAVI,TH,TH
644714,258354,3478,BBL,defense,397,PCF,attack,eco,BBL,BBL,BBL,BBL
644714,258355,397,PCF,attack,3478,BBL,defense,eco,PCF,BBL,PCF,PCF
644716,258357,3478,GX,attack,14419,PCF,defense,eco,GX,PCF,PCF,PCF
644716,258358,3478,GX,attack,14419,PCF,defense,eco,GX,GX,PCF,PCF
644716,258359,3478,GX,attack,14419,PCF,defense,eco,PCF,PCF,GX,GX
644717,258360,6392,EF,attack,397,BBL,defense,eco,EF,EF,EF,EF
644717,258361,397,BBL,defense,6392,EF,attack,eco,BBL,EF,BBL,BBL
644718,258363,2593,FNC,defense,2059,VIT,attack,eco,FNC,VIT,VIT,VIT
644718,258364,2593,FNC,defense,2059,VIT,attack,force,VIT,VIT,VIT,FNC
644719,258366,474,TH,attack,1001,TL,defense,eco,TL,TL,TH,TL
644719,258367,1001,TL,defense,474,TH,attack,eco,TL,TH,TL,TL
644720,258369,1184,NAVI,attack,4915,FUT,defense,eco,NAVI,FUT,NAVI,FUT
644720,258370,1184,NAVI,attack,4915,FUT,defense,eco,NAVI,NAVI,FUT,NAVI
644720,258371,1184,NAVI,attack,4915,FUT,defense,eco,NAVI,NAVI,FUT,FUT
644721,258372,8877,M8,defense,12694,KC,attack,eco,M8,KC,M8,KC
644721,258373,12694,KC,attack,8877,M8,defense,eco,KC,M8,M8,M8
644721,258374,12694,KC,attack,8877,M8,defense,eco,M8,M8,KC,M8
644722,258375,14419,GX,attack,397,BBL,defense,eco,GX,BBL,GX,BBL
644722,258376,14419,GX,attack,397,BBL,defense,eco,BBL,GX,GX,BBL
644722,264326,14419,GX,attack,397,BBL,defense,eco,GX,BBL,BBL,BBL
644723,258378,4915,NAVI,attack,12694,M8,defense,eco,NAVI,M8,NAVI,NAVI
644723,258379,4915,NAVI,attack,12694,M8,defense,force,M8,M8,M8,NAVI
644724,258381,6392,EF,defense,2059,VIT,attack,eco,EF,EF,EF,EF
644724,258382,2059,VIT,attack,6392,EF,defense,eco,VIT,EF,VIT,VIT
644725,258384,1001,KC,defense,8877,TH,attack,eco,KC,TH,KC,KC
644725,258385,8877,TH,attack,1001,KC,defense,eco,TH,KC,TH,TH
644725,258386,8877,TH,attack,1001,KC,defense,eco,TH,TH,TH,TH
644726,258387,1184,TL,attack,474,FUT,defense,eco,TL,TL,TL,FUT
644726,258388,1184,TL,attack,474,FUT,defense,eco,FUT,TL,TL,TL
644727,258390,3478,PCF,defense,2593,FNC,attack,eco,PCF,PCF,PCF,PCF
644727,258391,2593,FNC,attack,3478,PCF,defense,eco,FNC,FNC,FNC,FNC
644728,258393,3478,EF,defense,6392,PCF,attack,eco,PCF,PCF,PCF,PCF
644728,258394,3478,EF,defense,6392,PCF,attack,eco,PCF,PCF,EF,PCF
644728,258395,6392,PCF,attack,3478,EF,defense,eco,PCF,EF,EF,EF
644729,258396,474,NAVI,defense,4915,TL,attack,eco,NAVI,TL,TL,NAVI
644729,258397,474,NAVI,defense,4915,TL,attack,eco,NAVI,NAVI,NAVI,NAVI
644729,258398,4915,TL,attack,474,NAVI,defense,eco,TL,NAVI,TL,NAVI
644730,258399,14419,GX,defense,2593,FNC,attack,eco,GX,GX,GX,GX
644730,258400,2593,FNC,attack,14419,GX,defense,eco,FNC,FNC,FNC,FNC
644730,258401,14419,GX,defense,2593,FNC,attack,eco,FNC,FNC,GX,FNC
644731,258402,8877,KC,defense,1184,FUT,attack,eco,KC,KC,FUT,FUT
644731,258403,1184,FUT,attack,8877,KC,defense,eco,FUT,KC,KC,KC
644731,258404,1184,FUT,attack,8877,KC,defense,eco,FUT,KC,FUT,FUT
644732,258405,1001,TH,attack,12694,M8,defense,eco,TH,M8,TH,TH
644732,258406,12694,M8,defense,1001,TH,attack,eco,M8,TH,M8,TH
644733,258408,397,VIT,attack,2059,BBL,defense,eco,VIT,VIT,VIT,BBL
644733,258409,397,VIT,attack,2059,BBL,defense,eco,VIT,BBL,BBL,VIT
644733,258410,2059,BBL,defense,397,VIT,attack,eco,BBL,BBL,BBL,BBL
644734,258411,1184,FUT,attack,1001,TH,defense,eco,FUT,FUT,FUT,FUT
644734,258412,1184,FUT,attack,1001,TH,defense,eco,TH,TH,TH,TH
644735,258414,3478,PCF,attack,2059,VIT,defense,eco,VIT,VIT,PCF,PCF
644735,258415,2059,VIT,defense,3478,PCF,attack,eco,VIT,VIT,VIT,VIT
644736,258417,4915,KC,attack,8877,NAVI,defense,force,KC,NAVI,KC,NAVI
644736,258418,8877,NAVI,defense,4915,KC,attack,eco,NAVI,KC,NAVI,NAVI
644737,258420,2593,FNC,attack,397,BBL,defense,eco,FNC,BBL,FNC,FNC
644737,258421,2593,FNC,attack,397,BBL,defense,eco,FNC,FNC,FNC,FNC
644738,258423,14419,GX,defense,6392,EF,attack,eco,GX,GX,GX,GX
644738,258424,14419,GX,defense,6392,EF,attack,eco,EF,EF,EF,EF
644739,258426,12694,M8,defense,474,TL,attack,eco,M8,TL,TL,TL
644739,258427,12694,M8,defense,474,TL,attack,eco,M8,TL,TL,TL
660381,265462,1001,EF,defense,6392,TH,attack,eco,EF,TH,TH,TH
660381,265463,6392,TH,attack,1001,EF,defense,eco,TH,EF,EF,EF
660381,265464,1001,EF,defense,6392,TH,attack,eco,EF,EF,EF,TH
660382,265465,2059,TL,defense,474,VIT,attack,eco,TL,VIT,VIT,VIT
660382,265466,474,VIT,attack,2059,TL,defense,eco,VIT,TL,VIT,VIT
660382,265467,474,VIT,attack,2059,TL,defense,eco,VIT,VIT,VIT,TL
660383,265468,1184,EF,attack,6392,FUT,defense,eco,EF,FUT,EF,EF
660383,265469,6392,FUT,defense,1184,EF,attack,eco,FUT,FUT,FUT,FUT
660383,265470,6392,FUT,defense,1184,EF,attack,eco,FUT,EF,EF,EF
660384,265471,2059,VIT,attack,2593,FNC,defense,eco,VIT,VIT,VIT,VIT
660384,265472,2593,FNC,defense,2059,VIT,attack,eco,FNC,FNC,VIT,VIT
660387,265482,1001,BBL,attack,397,TH,defense,eco,TH,TH,TH,TH
660387,265483,1001,BBL,attack,397,TH,defense,eco,BBL,BBL,TH,BBL
660388,265485,12694,TL,defense,474,M8,attack,eco,TL,M8,M8,TL
660388,265486,474,M8,attack,12694,TL,defense,eco,M8,TL,TL,TL
660388,265487,474,M8,attack,12694,TL,defense,eco,M8,M8,M8,M8
660389,265488,2593,TH,attack,1001,FNC,defense,eco,TH,FNC,TH,TH
660389,265489,2593,TH,attack,1001,FNC,defense,eco,TH,TH,TH,TH
660389,265490,1001,FNC,defense,2593,TH,attack,eco,FNC,TH,TH,TH
660390,265491,12694,EF,defense,6392,M8,attack,eco,EF,M8,EF,EF
660390,265492,6392,M8,attack,12694,EF,defense,force,M8,M8,EF,EF
660385,265474,2059,FUT,defense,1184,VIT,attack,eco,FUT,VIT,VIT,VIT
660385,265475,1184,VIT,attack,2059,FUT,defense,eco,VIT,FUT,FUT,VIT
660385,265476,1184,VIT,attack,2059,FUT,defense,eco,VIT,VIT,VIT,FUT
660391,265494,6392,TH,defense,1001,EF,attack,eco,TH,TH,EF,TH
660391,265495,1001,EF,attack,6392,TH,defense,eco,EF,EF,TH,EF
660391,265496,1001,EF,attack,6392,TH,defense,eco,TH,TH,TH,TH
660392,265497,1184,FUT,defense,1001,TH,attack,eco,FUT,FUT,FUT,TH
660392,265498,1001,TH,attack,1184,FUT,defense,eco,TH,TH,TH,FUT
660392,265499,1184,FUT,defense,1001,TH,attack,eco,FUT,TH,TH,TH
660392,265500,1001,TH,attack,1184,FUT,defense,eco,TH,TH,TH,TH
660386,265477,1001,TH,attack,2059,VIT,defense,eco,TH,TH,VIT,TH
660386,265478,1001,TH,attack,2059,VIT,defense,eco,TH,VIT,TH,VIT
660386,269000,2059,VIT,defense,1001,TH,attack,eco,VIT,TH,VIT,VIT
660386,265480,1001,TH,attack,2059,VIT,defense,eco,TH,VIT,TH,VIT
660386,265481,2059,VIT,defense,1001,TH,attack,eco,TH,TH,VIT,VIT
644652,258249,918,GEN,defense,17,GE,attack,eco,GEN,GE,GE,GE
644652,258250,17,GE,attack,918,GEN,defense,eco,GE,GEN,GE,GE
644653,258252,11229,VL,attack,14,T1,defense,eco,VL,VL,VL,T1
644653,258253,14,T1,defense,11229,VL,attack,eco,T1,VL,VL,T1
644654,258255,624,NS,defense,11060,PRX,attack,eco,NS,PRX,NS,PRX
644654,258256,624,NS,defense,11060,PRX,attack,eco,NS,PRX,PRX,PRX
644654,258257,11060,PRX,attack,624,NS,defense,force,NS,PRX,PRX,NS
644655,258258,4050,DFM,attack,278,FS,defense,eco,DFM,FS,FS,FS
644655,258259,278,FS,defense,4050,DFM,attack,eco,FS,FS,FS,DFM
644656,258261,8185,KRX,attack,6199,TS,defense,eco,KRX,KRX,KRX,TS
644656,258262,6199,TS,defense,8185,KRX,attack,eco,TS,TS,KRX,KRX
644657,258264,878,ZETA,attack,5448,RRQ,defense,eco,ZETA,ZETA,RRQ,RRQ
644657,258265,878,ZETA,attack,5448,RRQ,defense,eco,ZETA,RRQ,RRQ,ZETA
644657,258266,878,ZETA,attack,5448,RRQ,defense,eco,ZETA,ZETA,ZETA,ZETA
644658,258267,278,DFM,defense,14,T1,attack,force,DFM,T1,DFM,T1
644658,258268,278,DFM,defense,14,T1,attack,eco,DFM,T1,T1,T1
644659,258270,8185,KRX,attack,11060,NS,defense,eco,KRX,KRX,NS,NS
644659,258271,8185,KRX,attack,11060,NS,defense,eco,KRX,NS,NS,NS
644659,258272,8185,KRX,attack,11060,NS,defense,eco,KRX,NS,KRX,KRX
644660,258273,6199,GE,attack,918,TS,defense,eco,GE,GE,GE,GE
644660,258274,918,TS,defense,6199,GE,attack,eco,GE,GE,TS,TS
644661,258276,878,VL,attack,11229,RRQ,defense,eco,VL,RRQ,RRQ,RRQ
644661,258277,878,VL,attack,11229,RRQ,defense,force,RRQ,RRQ,RRQ,VL
644662,258279,4050,FS,defense,5448,ZETA,attack,eco,FS,FS,FS,ZETA
644662,258280,5448,ZETA,attack,4050,FS,defense,eco,ZETA,FS,FS,ZETA
644663,258282,17,GEN,defense,624,PRX,attack,eco,GEN,PRX,PRX,PRX
644663,258283,17,GEN,defense,624,PRX,attack,eco,GEN,PRX,PRX,PRX
644663,258284,17,GEN,defense,624,PRX,attack,eco,GEN,PRX,GEN,PRX
644665,258285,4050,FS,defense,11229,VL,attack,eco,FS,VL,FS,FS
644665,265130,4050,FS,defense,11229,VL,attack,eco,FS,FS,FS,FS
644666,258288,624,PRX,attack,6199,TS,defense,eco,PRX,TS,PRX,PRX
644666,258289,6199,TS,defense,624,PRX,attack,eco,TS,PRX,PRX,TS
644667,258291,918,GE,attack,8185,KRX,defense,eco,KRX,KRX,KRX,KRX
644667,258292,918,GE,attack,8185,KRX,defense,eco,GE,KRX,GE,KRX
644668,258294,278,DFM,attack,5448,ZETA,defense,eco,DFM,DFM,DFM,DFM
644668,258295,278,DFM,attack,5448,ZETA,defense,eco,DFM,DFM,DFM,DFM
644668,258296,278,DFM,attack,5448,ZETA,defense,eco,DFM,DFM,DFM,DFM
644669,258297,878,RRQ,defense,14,T1,attack,force,T1,T1,RRQ,RRQ
644669,258298,878,RRQ,defense,14,T1,attack,eco,T1,T1,T1,T1
644670,258300,11060,NS,defense,17,GEN,attack,eco,NS,GEN,GEN,GEN
644670,258301,11060,NS,defense,17,GEN,attack,eco,NS,GEN,NS,NS
644671,258303,4050,FS,attack,878,RRQ,defense,eco,FS,FS,FS,FS
644671,258304,4050,FS,attack,878,RRQ,defense,eco,FS,FS,FS,RRQ
644671,258305,4050,FS,attack,878,RRQ,defense,force,RRQ,RRQ,RRQ,RRQ
